date,bottom,depth,chl,cdom,mineral,cloud,suntheta,windspeed,temp,salinity,BLUE,GREEN,RED,name
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,1.0,0.0,75.0,0.0,10.0,0.0,8.635814655304253,10.253499298225279,12.794311183093722,1
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,1.0,0.0,90.0,0.0,10.0,0.0,0.2891787103925915,0.43851414817090006,0.6628228282654035,2
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,1.0,1.0,75.0,0.0,10.0,0.0,2.450834587174634,2.80619813057584,3.4773670694593513,3
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,1.0,1.0,90.0,0.0,10.0,0.0,0.07739539608906004,0.11589988638168446,0.1757111961673047,4
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,5.0,0.0,75.0,0.0,10.0,0.0,11.117284287855489,14.989482074603504,18.439038732751637,5
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,5.0,0.0,90.0,0.0,10.0,0.0,0.3794642196724555,0.654603493875923,0.9782777991411862,6
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,5.0,1.0,75.0,0.0,10.0,0.0,3.21598499963068,4.225192152833392,5.190270843415116,7
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,5.0,1.0,90.0,0.0,10.0,0.0,0.10272237185964232,0.17636546285922838,0.26597857144119197,8
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,10.0,0.0,75.0,0.0,10.0,0.0,12.753663633171925,17.775403840456818,21.13926865843484,9
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,10.0,0.0,90.0,0.0,10.0,0.0,0.4430927547497653,0.7899811779143178,1.1373855843370888,10
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,10.0,1.0,75.0,0.0,10.0,0.0,3.8330370585731006,5.248245179608499,6.218428779340549,11
2018-05-18,avg_clean_seagrass,1.25,5.0,1.0,10.0,1.0,90.0,0.0,10.0,0.0,0.12251230430290524,0.2188365346976035,0.3183032512260161,12
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,1.0,0.0,75.0,0.0,10.0,0.0,11.921981589561884,15.95747536225566,18.753266349516156,13
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,1.0,0.0,90.0,0.0,10.0,0.0,0.41251159679843336,0.7015592309796146,0.9956485492130644,14
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,1.0,1.0,75.0,0.0,10.0,0.0,3.5846744848824734,4.647144535902744,5.388208403919538,15
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,1.0,1.0,90.0,0.0,10.0,0.0,0.11392637886482107,0.1924359271453689,0.2737288863781453,16
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,5.0,0.0,75.0,0.0,10.0,0.0,12.675652839445007,17.43982737490246,20.408020129540233,17
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,5.0,0.0,90.0,0.0,10.0,0.0,0.4444958741860794,0.7775331846096388,1.097879258891726,18
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,5.0,1.0,75.0,0.0,10.0,0.0,3.9030557080645334,5.229455426422018,6.04538574335159,19
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,5.0,1.0,90.0,0.0,10.0,0.0,0.1243818827212354,0.21705056763542574,0.3080477178002194,20
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,10.0,0.0,75.0,0.0,10.0,0.0,13.01716954662076,17.979225159716783,20.682929483656945,21
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,10.0,0.0,90.0,0.0,10.0,0.0,0.4615359068357083,0.8101384701388483,1.1216126706360887,22
2018-05-18,avg_clean_seagrass,1.25,5.0,5.0,10.0,1.0,75.0,0.0,10.0,0.0,4.114193393786491,5.552700421552231,6.302982569468963,23
